20,267,2,981504000
20,1013,2,953683200
20,268,2,986083200
20,1028,2,988416000
20,1036,2,1015718400
20,1010,2,935712000
20,1006,2,871430400
21,9404,1,1240444800
21,1157,2,998092800
21,1171,2,1034553600
22,1217,1,1366156800
22,1211,2,1336780800
22,1218,1,1366416000
22,1220,2,1370476800
22,693,1,1318550400
22,1210,2,1334102400
22,1223,2,1382400000
22,23841,2,1384905600
22,1213,2,1349654400
24,1240,2,894499200
27,14478,2,1155513600
28,722,2,1391644800
28,1281,2,925689600
29,4467,1,1010361600
29,643,1,1004659200
29,1332,1,1000771200
29,1819,1,1009324800
29,11229,2,1009152000
29,1330,2,1000080000
29,3342,1,1004140800
29,442,2,996019200
29,1331,1,1000252800
29,1326,1,995932800
29,217,1,1002067200
29,1325,1,994723200
30,1336,1,1218240000
30,1339,1,1344729600
31,341,2,891907200
31,251,2,937872000
31,1349,2,923011200
31,1249,2,918432000
33,1367,2,896659200
33,1378,1,970185600
33,766,1,902275200
33,1368,1,897523200
33,1365,2,888451200
33,936,2,877478400
33,1150,1,875577600
34,9822,1,1090022400
35,1385,1,1305676800
35,2912,1,1316390400
36,1458,2,1140134400
36,1485,2,1303689600
36,1492,2,1304640000
36,1407,2,956102400
36,1440,2,1080777600
36,1476,2,1220572800
36,20174,2,1369008000
36,442,2,1216166400
36,13208,2,1308182400
36,4620,2,1360972800
36,1448,2,1101254400
36,1422,2,1039564800
36,1462,2,1156291200
36,1472,2,1216166400
36,1497,1,1306281600
36,6481,2,1358726400
36,1460,1,1140480000
36,1501,2,1306800000
36,7011,2,1311552000
36,1493,2,1305244800
39,5165,2,1202601600
39,1531,2,983750400
39,1525,2,945993600
39,1538,1,1057017600
40,1581,2,1177718400
40,1549,2,923356800
41,1608,2,1072915200
41,758,2,945820800
43,18047,1,1205971200
43,6021,2,1191196800
43,617,2,1132963200
43,1635,1,1133049600
43,1636,1,1137628800
44,1640,2,890870400
45,2932,2,1036713600
46,1685,2,978912000
46,1689,1,1141948800
48,1672,2,954460800
48,1743,2,875664000
50,8922,2,1240963200
50,488,2,1222214400
51,1786,1,944006400
51,645,1,913852800
53,826,1,1039046400
53,1823,2,1106611200
53,1608,2,1090713600
54,1838,2,1146268800
54,1833,1,1046390400
54,1836,1,1142035200
54,573,2,1023408000
56,1851,1,1200614400
56,1462,1,1144108800
57,1859,2,1234051200
57,1619,2,1266796800
59,1888,2,1002585600
59,8073,1,1158710400
59,1378,1,972086400
59,1900,2,1048723200
59,1894,1,1033516800
59,1897,2,1047340800
59,1069,1,1033516800
59,1886,1,973382400
59,3855,1,1156550400
59,1881,2,876614400
59,3953,2,1129161600
60,10711,2,1189296000
61,1922,2,1255478400
62,1930,2,1147824000
62,1927,2,1129248000
63,1947,2,1078358400
63,293,2,1057622400
63,313,2,1086220800
63,1945,2,1078358400
63,1877,1,883440000
63,297,2,1016323200
63,2018,2,1117152000
65,1970,1,1093910400
65,9038,2,1348099200
65,1841,2,929404800
65,4314,2,1189987200
67,1990,1,997056000
67,3939,2,1183161600
67,1993,2,1003708800
67,5469,2,1149638400
67,1935,2,990921600
70,2039,2,895449600
70,2040,1,912124800
70,2038,1,895449600
70,836,2,912124800
71,500,2,1236211200
71,1701,1,1367971200
71,2046,2,1231804800
72,2108,2,1365120000
72,2071,2,1197763200
72,2093,2,1329523200
72,2065,2,1088985600
72,2097,2,1341446400
72,22231,2,1374969600
72,2079,2,1283385600
72,20033,2,1366070400
72,958,1,877737600
72,2076,2,1275350400
72,1921,2,1250640000
72,2101,2,1346112000
72,2063,2,1011571200
72,2082,2,1299024000
72,2060,2,894412800
72,2070,2,1190592000
72,444,2,945734400
73,4152,2,1289952000
73,656,2,960249600
73,16741,2,1239840000
74,1781,1,1330214400
74,2018,2,1158883200
74,4801,2,1356307200
74,611,1,1366502400
74,2177,2,1322092800
74,2172,2,1264204800
74,2169,1,1216339200
74,12150,2,1391472000
75,2231,2,983059200
75,1525,2,942105600
75,1995,2,977529600
75,568,1,989452800
75,2233,2,985046400
75,2227,2,981417600
75,3615,1,1308096000
75,14986,2,1016323200
75,2239,2,991872000
75,2063,2,1015113600
75,2197,2,960681600
75,58,1,987638400
76,2259,2,1235260800
76,2255,2,879379200
77,1817,1,878428800
79,2319,1,1286755200
79,2315,2,1226534400
79,2320,2,1332720000
79,280,1,1022112000
79,748,2,1101686400
79,297,2,1012953600
81,2337,2,878601600
81,2336,1,878601600
82,2373,2,1047772800
82,2369,1,1010188800
82,2366,2,990489600
82,2371,1,1012780800
83,2018,2,1149206400
83,11039,2,1295049600
83,2378,2,1060992000
83,970,2,1122595200
83,2380,2,1095552000
84,238,2,997315200
84,2395,1,959904000
84,565,2,993686400
84,2397,2,971395200
84,267,1,974332800
84,10100,2,1051056000
84,2393,2,911692800
86,526,2,885081600
86,2438,1,979257600
88,11934,2,1035676800
88,2462,2,962928000
88,1663,1,937094400
88,1334,1,880070400
89,21696,2,1233273600
90,2567,2,1133136000
90,2663,2,1290470400
90,9588,2,1398211200
90,2295,2,1379548800
90,2315,2,1296518400
90,2506,2,1029369600
90,2599,2,1176681600
90,1876,2,1064793600
90,9806,2,1310169600
90,2551,2,1102204800
90,2540,2,1085011200
90,3615,2,1336780800
90,4008,2,1311292800
90,2659,2,1284422400
91,2065,2,1203033600
93,3582,2,1068595200
94,21120,2,1329004800
94,1092,1,1138320000
94,1393,1,881020800
94,12356,2,1162944000
94,2717,1,1147737600
94,2445,1,931046400
95,2720,2,955929600
95,2726,2,1027900800
95,2727,2,1028592000
95,2718,2,951177600
95,2722,2,972864000
95,1689,2,998956800
95,488,1,1194307200
96,614,2,1197417600
96,283,2,1197590400
96,2784,2,1164758400
96,2763,2,957744000
96,301,2,1093132800
96,2777,2,1154131200
96,2613,2,1215043200
97,2788,1,1275436800
99,1139,2,1149379200
99,2808,1,1298505600
99,2801,2,1093910400
99,5621,1,1366416000
99,2825,2,1327881600
99,2799,2,1086566400
99,386,2,1326585600
99,2817,1,1320883200
99,2806,1,1222041600
99,2824,2,1326585600
99,10,1,1101600000
99,58,1,1026777600
101,2852,2,881884800
101,2854,2,999734400
102,2861,2,1180396800
102,2869,1,1215388800
102,2881,2,1246924800
102,2879,2,1238025600
102,2057,1,1216857600
102,4450,2,1404950400
102,2886,1,1249430400
102,2867,2,1203292800
102,2872,1,1219104000
102,468,1,1172793600
102,2863,2,1186704000
103,1927,1,1209254400
103,2826,2,1093910400
104,2941,2,1091491200
104,2952,2,1144972800
104,2976,2,1239667200
104,1491,2,1053475200
104,2947,2,1138147200
104,2938,1,1077753600
104,2777,2,1203120000
104,4366,2,1377820800
104,1092,2,1161993600
104,2961,2,1179532800
105,1092,2,1183680000
105,2984,1,882316800
106,210,1,882403200
106,7040,2,1211932800
107,12716,1,1156636800
108,3008,2,1076889600
108,6995,2,1310083200
108,13514,1,1308355200
108,3015,2,1134086400
108,3018,1,1136851200
111,16716,2,1338249600
111,3066,2,1285113600
111,21263,2,1369785600
112,1378,2,984268800
112,3071,1,959817600
112,1612,2,962150400
112,2947,1,1103846400
114,823,2,1118880000
114,3084,1,989539200
114,3082,2,883526400
114,1249,1,909446400
114,3097,2,1115078400
114,3105,2,1157760000
114,408,1,1021161600
114,1520,1,1000684800
114,2777,2,1193616000
114,3094,1,1084060800
114,1886,2,997488000
114,2957,2,1333584000
115,23583,1,1246752000
115,3117,1,1016409600
115,3118,1,1091923200
115,13772,2,1214784000
115,3116,2,993945600
115,3115,1,883526400
116,58,2,1015459200
116,17497,2,1041724800
116,1040,2,1008460800
116,3123,1,1013040000
116,3121,2,1011139200
118,5376,2,1075248000
118,2182,1,940809600
118,1383,2,1055030400
118,267,2,1081987200
119,24260,2,1313107200
119,356,2,889660800
119,3208,2,1095292800
119,310,2,1059955200
119,3205,2,1089072000
119,1922,2,1250035200
119,3168,2,906249600
119,1558,2,1101945600
119,3219,1,1114041600
119,3188,2,1048896000
119,3202,2,1078185600
119,2255,1,889920000
119,3211,1,1101081600
119,1342,2,895708800
119,15316,2,1362441600
119,3237,2,1151971200
119,6038,2,1388275200
121,3351,2,1041984000
121,205,2,922492800
121,3332,2,949536000
121,10318,1,1212537600
121,9846,1,1212537600
121,3350,2,1041984000
121,3337,2,999129600
121,943,1,1219622400
121,2035,2,884390400
121,3326,1,892252800
121,356,1,948240000
121,3366,2,1081209600
122,2080,2,1296691200
122,3385,2,1273622400
122,17667,2,1385769600
122,3391,2,1298937600
122,3377,2,1196553600
125,8797,1,1212883200
125,3412,2,1205452800
125,3409,1,958003200
126,3423,1,1037491200
126,3424,2,1040342400
126,3430,2,1144540800
127,3510,2,967766400
127,341,2,966556800
127,3449,2,939686400
127,3450,2,944179200
127,565,2,995414400
129,3008,1,1092700800
129,3130,1,1262908800
129,1558,1,1089504000
129,3483,2,982108800
129,3220,2,1139097600
130,443,2,885081600
131,3504,2,1243296000
131,851,2,885168000
132,4940,2,1034640000
132,3510,2,983664000
132,251,1,916444800
132,268,2,976924800
133,3514,1,896486400
134,3524,2,958780800
134,1279,2,966643200
135,3543,1,1222732800
135,5469,1,1242950400
135,2058,2,1237161600
135,10982,1,1242259200
135,3541,2,1192838400
135,3540,1,1190246400
135,593,2,1104364800
135,3237,1,1089504000
135,735,1,1169683200
135,2612,1,1237939200
135,2784,2,1199664000
135,987,2,1195430400
135,291,1,1169078400
135,1022,2,1132272000
135,2746,1,885340800
135,3539,2,1186617600
135,2588,2,1124755200
135,626,2,1133308800
135,3542,1,1218585600
135,1974,1,1173744000
136,3547,1,903830400
136,3551,2,1107129600
138,3569,2,1024444800
138,4447,2,1197072000
138,265,2,1051228800
138,1057,2,1055289600
138,291,2,1035158400
139,3588,1,1094515200
139,3586,2,1088640000
139,5361,1,1160784000
139,3581,1,1072656000
139,1561,1,1102982400
140,3598,1,1183507200
140,3595,2,1126656000
140,16523,2,1233100800
141,2671,2,1279238400
141,24765,2,1403136000
141,2274,1,1344038400
141,3630,2,1368662400
141,3615,1,1312329600
141,3621,1,1343088000
141,18693,2,1374019200
141,3632,2,1369699200
141,3612,1,1280534400
141,3633,2,1370563200
141,24672,2,1395878400
141,3607,2,1259625600
141,3620,1,1336348800
141,2665,2,1293753600
141,16175,2,1387670400
141,3613,2,1288310400
141,3624,1,1348617600
141,3606,1,1246406400
141,3626,1,1355788800
141,3617,2,1325980800
141,1069,1,1030320000
145,3651,1,886118400
147,1657,2,898214400
147,3684,2,886464000
147,69,2,927763200
147,3693,2,1015459200
147,3687,2,921715200
150,3757,2,888537600
152,1583,2,1189209600
152,344,1,999734400
152,3786,1,1172707200
152,3784,1,1157068800
152,15355,1,1316908800
152,14874,1,1230508800
152,19308,2,1238803200
153,3790,1,1035072000
155,3798,2,967680000
155,3812,1,1178841600
155,3804,2,1032652800
155,4794,1,1251590400
155,1927,2,1135209600
155,2589,1,1144108800
155,3806,1,1135209600
157,3628,2,1363132800
157,3837,2,1333584000
157,3835,1,1327968000
157,3619,2,1339372800
157,1922,1,1234224000
157,3832,2,1296345600
157,3830,1,1260835200
157,24829,2,1402358400
157,2315,1,1226966400
158,1677,2,897782400
159,2461,2,948499200
159,1121,2,1214611200
159,15746,2,1363910400
159,3852,2,1109116800
159,12612,2,1263513600
161,8502,2,1207872000
162,3891,2,997142400
162,6829,2,1318550400
162,3912,2,1201392000
162,17432,1,1277942400
162,3908,1,1176940800
162,3924,2,1270252800
162,1231,1,892339200
162,17130,2,1293148800
162,1467,1,1261699200
162,505,2,1272326400
162,3915,2,1214092800
162,3916,2,1215820800
162,3896,1,1078790400
162,2915,2,1361404800
162,3911,2,1199232000
165,287,2,1046995200
165,591,2,1065571200
165,3977,2,1190764800
165,3986,2,1221868800
165,495,2,1225929600
165,251,1,907200000
165,8856,2,1305936000
165,3982,1,1215129600
165,3835,2,1329696000
165,13527,2,1365465600
165,3093,2,1046390400
165,15048,1,1316822400
165,268,2,955497600
165,1878,2,923702400
165,4686,2,1344556800
165,3237,1,1069200000
165,3968,2,1159142400
165,1105,2,1167264000
165,4008,1,1282176000
165,2777,1,1154131200
165,1872,2,993686400
165,7634,2,1320710400
165,2455,2,938649600
165,1176,1,1090540800
165,4000,1,1251849600
165,2522,2,908841600
165,224,1,917222400
165,3949,2,997315200
165,1143,2,1232668800
165,3619,2,1339286400
165,3831,1,1289692800
165,3080,2,1134604800
165,1953,2,1077840000
165,24449,2,1403136000
165,225,2,922060800
165,4005,2,1271203200
166,4014,2,1106870400
166,308,1,1106870400
166,6416,2,1122336000
166,4013,1,1086739200
167,4024,2,1010275200
167,871,2,941328000
170,3852,1,1122336000
170,4065,2,1087603200
173,21186,2,1383264000
173,4095,2,1007164800
173,3024,2,948326400
173,6592,2,1383264000
173,1989,2,890438400
173,331,2,1128816000
173,4106,2,1055116800
173,2006,1,1065571200
173,4103,1,1034035200
174,11216,1,946684800
176,686,1,1184025600
176,4279,1,1187913600
176,4285,2,1194480000
176,1654,2,1104710400
176,4322,1,1226793600
176,4347,2,1254614400
176,4326,2,1232755200
176,4224,2,1073347200
176,4313,2,1222041600
176,3836,2,1333497600
176,4400,2,1317081600
177,2777,1,1157155200
178,4437,1,1096070400
179,4448,1,1241568000
179,4447,1,1204243200
180,4450,1,889401600
180,4476,1,1017100800
180,2726,2,1027900800
180,89,2,1012780800
180,4482,2,1020643200
180,4474,1,1016496000
180,4475,1,1017100800
180,1814,2,1019347200
182,6592,1,1299024000
182,3828,1,1240444800
182,4535,1,1181606400
182,4380,1,1172966400
183,2113,1,1205884800
183,2945,1,1185926400
183,4557,1,940982400
183,4559,1,1000080000
183,4601,2,1206748800
187,2364,2,1234051200
187,4653,2,1233532800
187,4642,1,959904000
188,19325,1,1376524800
188,4669,1,950572800
188,2095,2,1337472000
188,4671,2,964137600
189,4705,1,996537600
189,290,2,1035331200
189,4712,2,1033084800
189,4715,1,1048896000
189,4722,2,1153008000
189,549,1,1004313600
189,641,2,1121817600
189,4691,2,918691200
189,1924,2,1053216000
189,4689,2,906249600
189,4713,1,1039737600
189,4698,2,962236800
189,4718,1,1058227200
189,3419,2,898992000
189,4697,2,959040000
189,4700,2,968457600
189,4710,1,1025481600
189,4706,2,1000684800
189,4709,1,1017360000
189,4711,2,1029283200
189,4694,1,944265600
189,4723,2,1180915200
189,1236,2,1307145600
190,1378,2,968889600
191,1069,2,1065225600
191,3101,1,1071273600
194,4765,1,1086393600
194,268,1,1311552000
194,1260,2,890524800
195,806,2,899942400
195,4774,2,913161600
196,4779,1,945734400
196,4785,1,1139097600
196,1069,1,1034640000
196,4780,1,968112000
196,10363,2,1314576000
196,4793,1,1215388800
196,3505,2,1247443200
196,870,2,1255392000
196,4789,2,1194739200
196,1092,1,1138665600
197,3953,2,1050537600
198,3579,1,1117584000
198,17165,2,1135036800
198,4842,1,944870400
198,4058,2,929318400
198,4849,1,1263340800
200,2183,1,957312000
200,3832,1,1296604800
200,535,2,980294400
200,1378,1,972864000
200,267,1,968371200
200,17524,1,1359417600
200,3615,1,1311379200
200,1793,1,890784000
200,62,2,982540800
201,1334,2,1081123200
202,4868,1,1089417600
202,20334,2,1397433600
202,4870,2,1106352000
202,4871,2,1153440000
202,3962,2,1191110400
202,4866,1,1014768000
202,2758,2,1244332800
202,3615,2,1379289600
202,3532,1,1011657600
202,4047,2,1261180800
202,4874,2,1167696000
203,224,2,890956800
203,3963,2,1119657600
205,4705,2,1061683200
205,3707,2,1167782400
205,658,2,901065600
207,1818,1,946857600
208,824,2,1009497600
208,4919,2,1270598400
209,251,1,919900800
209,4775,2,972691200
209,4934,2,971481600
209,4695,1,972604800
209,6893,2,975196800
209,16592,2,975196800
210,251,2,1152144000
211,4952,2,1326326400
211,2873,1,1233360000
211,3256,1,1229212800
211,1669,2,916704000
211,4940,2,1022630400
211,13780,2,1360022400
211,2155,2,1202774400
211,2096,2,1344470400
211,1474,2,1053216000
211,2032,1,1324252800
211,551,1,1021161600
211,1919,2,1191283200
211,6650,2,1352678400
211,3436,2,1397520000
211,2527,2,1057104000
212,135,1,1366416000
213,1160,1,1304726400
213,4959,2,891907200
216,439,2,1081641600
217,1828,2,995587200
218,2990,1,1083628800
218,2699,2,1113436800
218,9758,1,1219104000
218,21027,1,1220572800
218,5009,1,1076544000
218,3235,2,1111017600
218,5010,1,1083628800
218,5007,2,1056412800
218,8516,1,1221523200
218,2536,1,1066262400
218,5008,2,1061251200
218,5006,2,970099200
218,5013,2,1107388800
218,5005,1,952646400
218,5014,2,1116806400
219,24885,2,1379894400
219,5017,1,1080172800
219,5022,1,1290384000
219,5020,2,1189468800
219,5025,1,1344124800
219,5019,1,1188777600
221,4561,2,1015545600
221,5048,2,1013040000
221,20408,2,1143072000
221,10987,2,1087603200
222,11992,2,1374624000
222,1608,1,1024704000
222,5074,2,1337817600
222,4959,2,892425600
222,5070,1,1235347200
223,5076,2,900806400
223,5077,2,901152000
223,535,1,979516800
223,5088,1,1231027200
225,5005,1,930873600
225,5006,2,961718400
226,7783,2,1188432000
226,4445,1,1149552000
226,5099,2,892598400
226,7037,2,1213747200
226,2339,1,940982400
226,1610,2,997315200
227,3019,2,1140652800
227,17548,2,1378771200
229,4379,2,1244851200
229,838,2,892771200
229,5106,1,1136678400
229,3678,1,1188777600
232,1344,2,893030400
233,2602,2,1295740800
233,2620,2,1196553600
233,465,2,1194220800
233,20017,2,1365465600
233,5177,2,1337126400
234,241,2,930873600
235,58,1,978998400
235,6917,1,1247270400
235,5222,1,1223856000
235,5217,1,1177804800
235,2726,1,1025395200
235,5214,1,1152662400
235,2649,1,911692800
235,23873,1,1369958400
235,2652,1,1157414400
235,2169,1,1180224000
235,24443,1,1398470400
235,5200,2,1028073600
235,2915,1,1322697600
235,565,2,957225600
235,5207,1,1131667200
235,5194,1,948585600
235,5203,1,1062028800
235,267,1,944179200
235,3905,1,1140998400
235,4000,1,1248048000
235,3872,1,1202688000
235,5199,1,1006646400
235,297,1,1014249600
235,18095,1,1378080000
235,5219,2,1183507200
235,5212,1,1146873600
235,2887,1,1252022400
235,1580,1,1157932800
235,5213,2,1150502400
235,439,1,965347200
235,5193,1,944179200
235,22475,2,1384560000
235,2227,1,974160000
235,6207,2,1277164800
235,1921,1,1250985600
235,3343,2,908064000
235,3879,1,1121040000
235,633,1,1042416000
235,545,2,981417600
235,10324,1,1379721600
236,892,1,893462400
237,1879,2,905644800
237,3512,1,985392000
237,1069,2,1034294400
240,1451,2,1129420800
241,443,1,898128000
242,5275,2,970099200
242,5282,2,1042156800
243,3126,2,928886400
244,24218,2,1397692800
244,5308,2,1203897600
244,154,2,1142121600
244,9325,1,1349481600
244,7813,2,1328572800
244,17911,2,1356998400
244,3288,1,1250294400
245,5313,2,1325462400
249,1920,2,1174176000
249,17686,2,1392422400
250,5345,1,904262400
250,1874,1,900633600
250,1195,2,909187200
250,5348,1,909100800
250,935,1,900115200
250,5346,2,906249600
250,1789,1,936489600
250,872,2,907459200
250,1756,1,912038400
251,6560,2,1225411200
251,5356,2,1172880000
252,5361,1,959904000
252,5366,2,1122940800
252,4853,1,1345334400
252,5362,2,972518400
252,3582,2,1082937600
252,3448,2,963792000
252,5363,2,976579200
252,6650,1,1365465600
252,5367,2,1149120000
252,3655,2,983750400
252,1372,2,944611200
252,5365,2,1061164800
253,5372,2,900720000
256,10928,2,895449600
258,5412,2,999993600
258,4705,2,997142400
258,1995,2,980640000
258,5401,1,933897600
258,8922,2,1199923200
258,2589,2,1153353600
258,2395,2,1102291200
258,6945,2,1156723200
258,5406,2,968976000
258,1668,2,921456000
258,813,2,1000080000
258,526,2,919987200
260,5435,1,988070400
260,241,2,907632000
261,852,1,1244764800
262,3820,2,1206921600
263,3835,2,1388966400
263,3497,1,1228262400
263,4112,1,913852800
263,5451,2,1188259200
263,12922,1,1263340800
263,3036,1,895708800
263,3507,2,968976000
263,2812,2,1267488000
264,5459,2,1026432000
265,289,2,1040342400
265,2312,1,1184976000
265,2063,1,1022112000
265,5470,1,1245369600
265,5469,1,1166054400
267,4089,2,965520000
267,5478,2,957571200
267,1431,2,1044057600
267,263,2,964310400
267,3960,2,1103414400
267,3092,2,1041897600
267,3581,2,1066435200
269,8268,2,1188864000
269,5522,2,896572800
270,452,2,960681600
270,331,1,1116115200
270,13441,1,1224028800
270,5528,1,956188800
270,5954,1,1275177600
270,535,2,982886400
270,1664,1,950572800
270,15707,1,1224028800
270,734,1,1277942400
270,7919,1,1313280000
270,5546,1,1128729600
270,5538,1,1057104000
270,6579,1,1326326400
270,1887,1,949017600
270,2653,1,1154476800
270,1921,2,1254614400
270,2754,1,916617600
270,15069,1,1319932800
270,5551,1,1180828800
270,20077,1,1319932800
270,221,1,911347200
270,4904,2,951868800
270,209,1,911433600
270,6505,2,1215388800
271,5571,2,1289952000
271,2442,1,1107129600
272,9949,2,1337904000
273,5621,1,1213833600
273,626,2,1128038400
273,2837,2,1129507200
273,1057,2,1395705600
273,681,1,1166227200
273,5627,2,1329955200
273,472,2,1262476800
273,20257,2,1338681600
273,634,2,1214956800
273,9588,2,1403913600
273,5623,2,1261440000
273,3858,2,1201910400
273,4577,2,1132963200
273,5622,2,1248307200
273,734,2,1281398400
273,8471,1,1355702400
273,141,2,1333238400
274,1755,1,1011484800
277,5642,1,1185926400
277,5639,2,967075200
277,5637,2,933465600
277,3855,2,1121990400
277,5641,1,993427200
277,5643,2,1300406400
277,157,2,1181088000
277,5638,2,940464000
277,4769,1,896832000
277,253,1,948153600
277,1185,1,1156204800
278,17801,2,972432000
279,1946,2,1076198400
279,5648,2,930528000
279,7592,2,1368230400
279,16000,1,1326844800
281,5660,2,1210032000
281,5661,1,1248307200
281,5663,2,1255824000
282,5695,2,1031184000
282,5699,2,1048636800
282,1561,2,1138665600
282,2057,2,1130716800
282,20637,2,1228348800
282,5146,1,1040601600
282,3765,2,1227312000
286,14059,2,1094083200
286,5755,2,1028592000
286,17079,2,1078790400
286,2046,2,1001721600
286,13804,1,1069027200
286,583,2,1058832000
286,3896,2,1078358400
286,2843,2,1007856000
286,5761,2,1055376000
287,5773,2,1009411200
287,777,1,897436800
287,5763,2,898560000
287,256,1,1020124800
287,1162,2,1012780800
289,2445,2,926899200
289,802,2,947635200
289,5469,1,1131753600
289,267,2,944784000
289,2404,2,1042243200
289,4242,1,1037836800
291,5798,1,953683200
291,3358,1,1079568000
291,1918,1,977875200
291,5806,1,993513600
291,417,2,1047081600
291,2869,1,1092700800
291,1207,1,1036195200
291,800,2,939945600
291,1871,1,1065484800
291,5796,2,946166400
291,1474,1,1132099200
291,1606,1,1001635200
291,929,2,984355200
291,793,1,982454400
291,616,2,1230422400
291,5801,2,972950400
291,656,2,1069113600
291,5813,1,1095292800
291,4048,1,979689600
291,1591,2,1249257600
291,3419,2,1082332800
291,5069,1,897609600
291,4706,2,940291200
291,1632,2,986515200
294,16193,2,908236800
296,1612,2,962582400
297,1959,2,949795200
299,5885,2,949104000
300,1172,2,1037664000
300,12996,2,1368576000
300,5890,1,940204800
300,5895,2,1045785600
300,3423,2,1034812800
302,5905,2,900633600
302,5907,2,901152000
304,1958,2,908841600
304,836,2,906336000
305,635,2,1048809600
305,5946,2,1111363200
305,2215,1,1129507200
305,15734,1,1363910400
306,1569,1,1121212800
306,2991,1,1093219200
306,5964,1,1084924800
306,5966,1,1093737600
307,20928,1,1093132800
308,853,2,958089600
308,8385,2,977529600
308,1672,1,958348800
308,837,1,975196800
308,6069,1,898905600
309,6077,2,998265600
309,6096,2,1202169600
309,6078,2,998265600
310,1935,1,988761600
310,3989,2,1385164800
310,1159,1,1351123200
312,3967,1,1156982400
312,20401,2,1340236800
313,1672,1,899596800
313,3322,2,913075200
313,6195,2,1046822400
314,58,2,982540800
315,1201,2,1124928000
315,2185,2,1051056000
315,1069,2,1107302400
315,1378,2,1072137600
316,2529,1,1029628800
316,6969,1,1193443200
316,2192,1,960508800
317,6226,2,1241308800
317,6227,1,1246060800
317,2315,1,1228521600
317,6228,2,1259020800
317,770,1,933897600
320,6265,2,1032134400
320,6260,2,1031702400
320,3008,2,1079222400
320,5207,2,1172793600
320,500,2,1304726400
320,11892,2,1113782400
320,401,2,1048464000
320,6285,2,1045872000
320,6287,2,1048291200
320,3004,1,900374400
320,6258,2,1031097600
320,6269,2,1034121600
321,763,2,1296172800
321,5936,2,952992000
321,3270,1,1217289600
321,455,2,1118102400
321,2747,1,967507200
321,3130,1,1279756800
321,16374,1,1361232000
321,19116,1,1376870400
321,4681,2,1311033600
321,7547,2,1285027200
324,5239,2,900547200
325,3134,1,928713600
325,6309,1,900633600
325,651,2,1038268800
325,4119,1,973900800
325,4933,2,933552000
325,3123,2,1030060800
325,1050,2,1050883200
325,44,1,1076630400
325,1334,2,908064000
325,4940,2,1005782400
325,6676,2,1044230400
325,3845,1,951177600
325,6310,1,907977600
325,6177,2,1005696000
325,224,2,1057190400
325,819,1,1058227200
325,310,1,1075939200
325,4695,2,1008633600
326,6325,2,1067385600
326,6330,2,1187654400
326,5902,1,1348531200
326,3116,1,998784000
326,6349,2,1338768000
326,6328,2,1077753600
326,6351,2,1339372800
326,6332,2,1220745600
326,6331,2,1217721600
326,6329,2,1100304000
326,24239,2,1393718400
328,14019,1,1396828800
328,6397,2,1273017600
328,6393,2,1077840000
328,11659,1,1396310400
328,4792,1,1312156800
328,20037,2,1398038400
328,1030,2,1325462400
328,844,1,939340800
328,337,2,1395705600
328,6402,2,1336953600
328,4450,1,909273600
328,5165,2,1373328000
328,6381,1,972000000
328,2777,1,1397001600
